system:index,Avg_LST,Avg_NDBI,Avg_NDVI,DISTRICT,.geo
00000000000000000062,45.378469922580685,0.011574317325003346,0.2629734657110755,Central,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,45.837850600778,0.01996068894266484,0.23081029884783547,East,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199,44.25798881701216,-0.04102233852342401,0.3642814271965571,New Delhi,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b,44.71775571496145,0.0074763382343487166,0.2592792610250646,North,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019f,45.948098696460676,0.04738049967401385,0.18443155607289538,North East,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2,48.66814705210086,0.06860452613317203,0.20665630712325042,North West,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021e,46.86260269557727,0.03453930625823994,0.28073653455515407,South,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000224,49.651409802236465,0.06535075395125738,0.22833179906234624,South West,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000263,47.06345963814102,0.039911097789379214,0.21145027201356942,West,"{""type"":""MultiPoint"",""coordinates"":[]}"
